iter	Logloss
144	0.3730986328
145	0.3725033569
146	0.3718789673
147	0.3712035217
148	0.3704538269
149	0.3694308167
150	0.3684795532
151	0.3681528015
152	0.3675433044
153	0.366967865
154	0.3660448914
155	0.3652564697
156	0.3648419495
157	0.3643349609
158	0.3636066895
159	0.362924469
160	0.3622824097
161	0.3618053589
162	0.3611153259
163	0.3605702515
164	0.359647522
165	0.3592307739
166	0.3585404968
167	0.3578242493
168	0.3570945435
169	0.3564978027
170	0.3559254761
171	0.3552977905
172	0.3547612915
173	0.3540096741
174	0.3536627808
175	0.3529779053
176	0.3524899292
177	0.3517917175
178	0.3511963196
179	0.350427002
180	0.3495870056
181	0.3488128662
182	0.3482417297
183	0.3478876343
184	0.3477164307
185	0.347136261
186	0.3465669556
187	0.3459888306
188	0.3453308716
189	0.3448124084
190	0.34408255
191	0.3435115356
192	0.3428490601
193	0.3422856445
194	0.3416679077
195	0.341206604
196	0.3404927368
197	0.3399597168
198	0.3394949951
199	0.3391260376
200	0.3385526123
201	0.3382189331
202	0.3375739136
203	0.3368167725
204	0.336418457
205	0.3359604492
206	0.3357783203
207	0.3354699097
208	0.3347167358
209	0.3340239258
210	0.3332747803
211	0.332931366
212	0.3325063171
213	0.3317082825
214	0.3313362122
215	0.3307459717
216	0.3302332153
217	0.3296590881
218	0.3290787659
219	0.3288374939
220	0.328270874
221	0.3280030518
222	0.3277832031
223	0.3273455811
224	0.3270723877
225	0.3267209473
226	0.3260612183
227	0.325568512
228	0.3251367798
229	0.3245349426
230	0.3240664368
231	0.3236710205
232	0.3233297729
233	0.3228174438
234	0.3224727478
235	0.3220682373
236	0.321726532
237	0.3211524048
238	0.3207202759
239	0.3206459351
240	0.3201710815
241	0.3200781555
242	0.3198112183
243	0.3195368042
244	0.3193059692
245	0.3188065796
246	0.3182645569
247	0.3178476562
248	0.3173977051
249	0.3171095581
250	0.3168021851
251	0.3166300659
252	0.3162463989
253	0.3157615356
254	0.3153042297
255	0.3148723145
256	0.3144538574
257	0.3140807495
258	0.3134456787
259	0.3129458008
260	0.3126422729
261	0.3123378296
262	0.3118288879
263	0.3114984131
264	0.3110133972
265	0.3107976074
266	0.3104309082
267	0.3100046387
268	0.309677063
269	0.3092764282
270	0.3088814087
271	0.3084401245
272	0.3080667419
273	0.3076483765
274	0.3072349243
275	0.3068650513
276	0.306601532
277	0.3063553162
278	0.3060635376
279	0.3055632935
280	0.3050374451
281	0.304611084
282	0.3043642578
283	0.3041273804
284	0.3037155457
285	0.3034141541
286	0.302979187
287	0.3027681274
288	0.3025046082
289	0.3022409058
290	0.3018911438
291	0.3015768433
292	0.3012668457
293	0.3010366821
294	0.3007176514
295	0.3005825806
296	0.3002268372
297	0.2998378601
298	0.2995971069
299	0.2993662415
300	0.2990487976
301	0.2988255005
302	0.2985208435
303	0.2981934814
304	0.2978996582
305	0.2976179199
306	0.2974283752
307	0.2970838623
308	0.2968017273
309	0.2964290466
310	0.2962270508
311	0.2959772644
312	0.2957506714
313	0.2954336548
314	0.2950453186
315	0.2947056274
316	0.2944933167
317	0.2942884521
318	0.2939423828
319	0.2935650024
320	0.2933396606
321	0.2929891968
322	0.2927080078
323	0.2924901733
324	0.2923167725
325	0.2920550842
326	0.2918017273
327	0.2914576416
328	0.2912275696
329	0.2909224854
330	0.2903791199
331	0.2901347046
332	0.2898010254
333	0.2892962646
334	0.2889768066
335	0.2885714111
336	0.2881785278
337	0.2880254822
338	0.2878103638
339	0.2873831482
340	0.2870318909
341	0.2866047974
342	0.2864604187
343	0.2861561279
344	0.2858157959
345	0.2854904785
346	0.2849464417
347	0.284747467
348	0.2844802246
349	0.2842572937
350	0.2839263916
351	0.283762085
352	0.2835671387
353	0.2832083435
354	0.2830635071
355	0.2827480774
356	0.2824403687
357	0.2822232666
358	0.2819284058
359	0.2816278687
360	0.2814660339
361	0.281065155
362	0.2810295715
363	0.2807208862
364	0.2806758118
365	0.2803315125
366	0.280114502
367	0.2797160645
368	0.2793100281
369	0.2790542603
370	0.2788560181
371	0.2784859009
372	0.2782408447
373	0.2779981079
374	0.2775889587
375	0.2774103394
376	0.2771184387
377	0.2767633057
378	0.2767475281
379	0.2764411926
380	0.2762163696
381	0.2759083862
382	0.2755602722
383	0.2752825317
384	0.2750848389
385	0.2749630737
386	0.2747166748
387	0.2744677124
388	0.2741647339
389	0.2739466553
390	0.2736168213
391	0.2734261169
392	0.2732349854
393	0.2729842224
394	0.2726609497
395	0.2725050354
396	0.2721363525
397	0.2719607239
398	0.2716530762
399	0.2712730103
400	0.2710786133
401	0.2708467407
402	0.2705752563
403	0.2702712708
404	0.2701203308
405	0.2698323364
406	0.2696205444
407	0.2693051758
408	0.2691426392
409	0.2686807861
410	0.2684688721
411	0.2682573547
412	0.2679211426
413	0.2675639038
414	0.2673085632
415	0.2668535156
416	0.2666044922
417	0.2663704529
418	0.2661972656
419	0.2659747314
420	0.2657463379
421	0.2655111694
422	0.2652117615
423	0.2649542847
424	0.2646629028
425	0.2642333984
426	0.2639797058
427	0.2636975708
428	0.2634005127
429	0.2631899719
430	0.2629477539
431	0.2627783813
432	0.2626239014
433	0.2624857788
434	0.2622667236
435	0.2618470764
436	0.2617258301
437	0.2615279541
438	0.261278656
439	0.2612366028
440	0.2609591064
441	0.2607253723
442	0.2603733826
443	0.2601911621
444	0.2600073853
445	0.2597550659
446	0.2596236572
447	0.2594678955
448	0.2592026367
449	0.2590164795
450	0.2587703247
451	0.2586720276
452	0.2585596313
453	0.2583997192
454	0.2582371521
455	0.2580419006
456	0.2578679199
457	0.2576540222
458	0.2573608704
459	0.2571669617
460	0.2570047302
461	0.2568490601
462	0.2566262207
463	0.2564954224
464	0.2563214417
465	0.2561253967
466	0.2559549255
467	0.2554748688
468	0.2552670288
469	0.2550091248
470	0.2546755981
471	0.254534729
472	0.2543603668
473	0.2541244659
474	0.2539836731
475	0.2537896423
476	0.2535006104
477	0.2532095032
478	0.2530735168
479	0.2528930359
480	0.2526007843
481	0.2523872986
482	0.2522804565
483	0.2521069031
484	0.2518478394
485	0.2516244965
486	0.2513826447
487	0.2512295532
488	0.2510465698
489	0.2507174683
490	0.2505573273
491	0.2500801239
492	0.2497746887
493	0.2495758362
494	0.2493411407
495	0.2492790833
496	0.2490135956
497	0.2488262939
498	0.2485969849
499	0.2484703064
500	0.2483435059
501	0.248155426
502	0.2479702606
503	0.2476956482
504	0.2475677795
505	0.2473403778
506	0.2470492249
507	0.2468052826
508	0.24657724
509	0.2462807007
510	0.2460420074
511	0.2458911743
512	0.2456105194
513	0.2453851624
514	0.2453758698
515	0.2452213745
516	0.2449263306
517	0.2447444458
518	0.244579834
519	0.2442207947
520	0.2440089111
521	0.2438934937
522	0.2436705475
523	0.2435544128
524	0.2434431458
525	0.2430929565
526	0.2429500122
527	0.2428210754
528	0.2425070038
529	0.2423257446
530	0.2420108337
531	0.2418955536
532	0.2416082306
533	0.2414827576
534	0.2412316437
535	0.2410309143
536	0.2409155426
537	0.240659668
538	0.2405198059
539	0.2403404083
540	0.2400273132
541	0.2398163147
542	0.2396759338
543	0.2394953918
544	0.2393206024
545	0.2392357483
546	0.2390897827
547	0.2388813477
548	0.2387205353
549	0.2384745178
550	0.2383677826
551	0.2381777649
552	0.2379924469
553	0.2377806091
554	0.2376033325
555	0.2374199982
556	0.2373005981
557	0.2372545319
558	0.2369611206
559	0.236804184
560	0.2365349121
561	0.2364009247
562	0.2362529907
563	0.2359745483
564	0.235824295
565	0.2356306458
566	0.2354203339
567	0.2352316589
568	0.2351304626
569	0.2348452148
570	0.2346737213
571	0.2344744568
572	0.2343688965
573	0.2342549133
574	0.2341201324
575	0.2339369507
576	0.2337143707
577	0.2335445557
578	0.2333129272
579	0.233153244
580	0.2330135651
581	0.2329276733
582	0.2327059021
583	0.2325619049
584	0.2323715515
585	0.2321661682
586	0.2319610596
587	0.2317990112
588	0.2316456909
589	0.2315435486
590	0.2314385681
591	0.2312797699
592	0.2311175385
593	0.2309777222
594	0.2308766022
595	0.2307283783
596	0.2304829102
597	0.2302465057
598	0.2300970612
599	0.2298728027
600	0.2297796326
601	0.2296646118
602	0.2295448151
603	0.2293954315
604	0.2290897522
605	0.2288843994
606	0.2286647797
607	0.2284807892
608	0.2283242188
609	0.2281973877
610	0.2280883636
611	0.2278588257
612	0.22751828
613	0.2273159332
614	0.2271047821
615	0.2268033295
616	0.2264956818
617	0.2262632599
618	0.2261153259
619	0.225951767
620	0.2258471375
621	0.2256799622
622	0.2254529724
623	0.2252823486
624	0.2250018616
625	0.224890625
626	0.224631897
627	0.2245402374
628	0.2242536926
629	0.2240709991
630	0.2239735718
631	0.2238487244
632	0.2234480896
633	0.2233097229
634	0.223129303
635	0.2230598145
636	0.2229122925
637	0.2227108459
638	0.222605072
639	0.2224198608
640	0.2223212585
641	0.2220480804
642	0.2218449707
643	0.2216784363
644	0.2215120544
645	0.2213294067
646	0.2211313782
647	0.2210625305
648	0.220849472
649	0.2206724701
650	0.2205358276
651	0.2204413757
652	0.2202607727
653	0.2199364929
654	0.2198763275
655	0.2196736755
656	0.2194836121
657	0.2193373108
658	0.2192172241
659	0.2190302124
660	0.2188313904
661	0.2185724335
662	0.2184659119
663	0.2182869568
664	0.2181473999
665	0.2179613953
666	0.2177912903
667	0.2176534729
668	0.2175115051
669	0.2173426361
670	0.2172142639
671	0.2171026611
672	0.2170145721
673	0.21687323
674	0.2167106628
675	0.2165595703
676	0.2163816223
677	0.2161356812
678	0.21598909
679	0.2157849731
680	0.2157235565
681	0.2155913544
682	0.2154641418
683	0.2153977509
684	0.2152674561
685	0.21498526
686	0.2148196869
687	0.2147470093
688	0.2146375427
689	0.2144533691
690	0.2142757111
691	0.2141430359
692	0.2139967651
693	0.2139889526
694	0.2138503418
695	0.2137449493
696	0.2136035004
697	0.2134042816
698	0.2133345032
699	0.2132321777
700	0.213133255
701	0.2130458069
702	0.2129325409
703	0.2128008728
704	0.2126825714
705	0.2125659943
706	0.2123916016
707	0.2122687378
708	0.212077713
709	0.2119454346
710	0.2118676605
711	0.2117052765
712	0.211557373
713	0.211388504
714	0.2113284149
715	0.2111532898
716	0.210974884
717	0.2107546692
718	0.2105543365
719	0.210388443
720	0.2102788086
721	0.2101456909
722	0.2100317078
723	0.2098007507
724	0.2097037964
725	0.209443161
726	0.2092835693
727	0.2090496521
728	0.2088839569
729	0.2086526031
730	0.2085951538
731	0.2085618591
732	0.2084379883
733	0.2082858429
734	0.2081704102
735	0.2080816956
736	0.2079814453
737	0.2077813873
738	0.2075912781
739	0.2074298096
740	0.2073265228
741	0.2071502075
742	0.206826828
743	0.2066885681
744	0.2065818481
745	0.2064884033
746	0.2062937164
747	0.2061076965
748	0.2058009338
749	0.2056577454
750	0.2054161987
751	0.2051782837
752	0.2050582733
753	0.2050342102
754	0.2048088989
755	0.204680542
756	0.2045735474
757	0.2043158569
758	0.2040343933
759	0.2038767548
760	0.2037658997
761	0.2036240387
762	0.2034900818
763	0.203387207
764	0.2032408752
765	0.2031098938
766	0.2030204773
767	0.2029206238
768	0.2028308105
769	0.2026579437
770	0.2024133911
771	0.2023309631
772	0.2021790771
773	0.2020926208
774	0.2019585876
775	0.2017441711
776	0.2015908813
777	0.201320343
778	0.2010628357
779	0.200747467
780	0.2004632263
781	0.2003287048
782	0.2001933746
783	0.1999249268
784	0.1997956543
785	0.1996467285
786	0.1994752655
787	0.1993918304
788	0.1992012634
789	0.1989480896
790	0.1988008881
791	0.1986277618
792	0.1985106659
793	0.1984618988
794	0.1983722992
795	0.1982423706
796	0.1981127625
797	0.1979636383
798	0.1977947998
799	0.1976630707
800	0.1975117645
801	0.1972579651
802	0.1970616608
803	0.196921936
804	0.1968146667
805	0.1966594849
806	0.1965123291
807	0.1963786011
808	0.196161377
809	0.1960411377
810	0.1959383698
811	0.1957985229
812	0.1956723938
813	0.1955479736
814	0.1954011688
815	0.1951128998
816	0.1950372009
817	0.1949099426
818	0.194651062
819	0.1945006714
820	0.1943364258
821	0.194149765
822	0.1939989929
823	0.1938696899
824	0.1937179718
825	0.193616806
826	0.1934112854
827	0.1932763672
828	0.1930720215
829	0.192954834
830	0.1927884979
831	0.1925601501
832	0.1924866943
833	0.1923260803
834	0.1920766602
835	0.1919597778
836	0.1918314514
837	0.1916088257
838	0.1915603943
839	0.1914246521
840	0.1912237396
841	0.1910095978
842	0.1909379578
843	0.1908010101
844	0.1905886993
845	0.1904863892
846	0.1903799744
847	0.1902518768
848	0.1900472107
849	0.1898609467
850	0.189678894
851	0.1895593567
852	0.189384964
853	0.1891955109
854	0.1890799255
855	0.1888847961
856	0.1886950073
857	0.1885389404
858	0.1884029846
859	0.1882885437
860	0.1880441895
861	0.1879335937
862	0.1878031006
863	0.1877484131
864	0.1875716553
865	0.1874391785
866	0.1870924072
867	0.1870112305
868	0.1868908844
869	0.1867761688
870	0.1866287231
871	0.1865486298
872	0.186467514
873	0.1863067627
874	0.1862147827
875	0.186091568
876	0.1859335022
877	0.1858227234
878	0.1855692444
879	0.1854532471
880	0.1852695923
881	0.1851806183
882	0.1850247498
883	0.184844635
884	0.1847337341
885	0.1845209198
886	0.1844133606
887	0.1841400452
888	0.1840998077
889	0.183977829
890	0.1838713074
891	0.1836990356
892	0.1834694519
893	0.1832249756
894	0.1831065521
895	0.1829863281
896	0.1829050293
897	0.1827312622
898	0.1826156158
899	0.1824688263
900	0.1823241425
901	0.18216539
902	0.1818890381
903	0.1817349396
904	0.1814773102
905	0.181314209
906	0.1811226196
907	0.1809350128
908	0.1807758179
909	0.1806778717
910	0.1805041199
911	0.1803886108
912	0.1802213287
913	0.1800320282
914	0.1797913208
915	0.1796367645
916	0.1795365601
917	0.1793980713
918	0.1791303864
919	0.1789734802
920	0.1788258209
921	0.1787642365
922	0.1786004333
923	0.1784750671
924	0.1783159332
925	0.1781925354
926	0.1780536499
927	0.1778946533
928	0.1777665253
929	0.177677948
930	0.1775614319
931	0.1773468628
932	0.1771338806
933	0.1769294128
934	0.1768409271
935	0.1765714111
936	0.1763863831
937	0.1762822266
938	0.1761789246
939	0.1760396271
940	0.1758633575
941	0.1757520599
942	0.1756222992
943	0.1754962006
944	0.1753901367
945	0.1752711639
946	0.1751539001
947	0.1749763336
948	0.1748666687
949	0.1747625732
950	0.1745430908
951	0.1744075623
952	0.1742394714
953	0.1741264038
954	0.1739992981
955	0.1738476715
956	0.1736681061
957	0.1735795898
958	0.1734902649
959	0.1733821106
960	0.1732619019
961	0.1732073975
962	0.1730151672
963	0.1728244019
964	0.1726699677
965	0.1725374908
966	0.1723941956
967	0.1722158813
968	0.1719810486
969	0.1718468018
970	0.1717265472
971	0.1715319366
972	0.1713381195
973	0.1712007446
974	0.1711118469
975	0.1708881683
976	0.1706106873
977	0.1704725342
978	0.1703085022
979	0.1701712646
980	0.1699152985
981	0.1697383728
982	0.1695951385
983	0.1694221802
984	0.1692738037
985	0.1691173096
986	0.168964386
987	0.1687722778
988	0.1686606445
989	0.1685582428
990	0.1684602356
991	0.1684166565
992	0.1681394958
993	0.1679202576
994	0.1677709351
995	0.1676246033
996	0.1675116119
997	0.1673384094
998	0.167208786
999	0.1670845642
